Employee ID,Age,Gender,Years at Company,Job Role,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition
68996,33,Male,20,Technology,9980,Fair,Very High,Average,0,Yes,89,Associate Degree,Married,3,Mid,Medium,76,No,No,Yes,Good,High
24222,26,Female,15,Technology,10868,Good,Very High,Average,0,No,20,High School,Single,5,Mid,Medium,40,No,No,No,Fair,High
20691,49,Male,1,Media,5138,Fair,High,Below Average,2,No,2,Associate Degree,Married,2,Mid,Medium,79,No,No,No,Poor,High
21750,53,Male,37,Technology,8682,Fair,High,Average,1,No,86,Bachelor’s Degree,Single,5,Mid,Medium,96,No,No,No,Good,Medium
50869,20,Female,6,Media,6138,Fair,High,Below Average,0,Yes,55,High School,Divorced,3,Mid,Small,41,No,No,No,Good,Low
67224,33,Female,10,Healthcare,7789,Fair,Very High,Below Average,2,No,53,Master’s Degree,Married,2,Senior,Small,39,No,No,No,Poor,Medium
27073,48,Male,27,Healthcare,9460,Poor,Medium,High,2,No,83,Associate Degree,Married,2,Mid,Small,106,No,No,No,Poor,High
45079,33,Male,23,Education,3606,Excellent,Medium,Below Average,1,Yes,84,Master’s Degree,Married,0,Entry,Medium,42,No,No,No,Good,Medium
22285,20,Male,6,Healthcare,8065,Fair,Low,Below Average,0,Yes,8,High School,Married,2,Senior,Medium,17,No,No,No,Good,High
42992,31,Male,1,Education,3535,Good,High,Average,2,No,60,Associate Degree,Single,1,Entry,Medium,69,No,No,No,Good,Low
68339,33,Male,4,Technology,7544,Fair,Low,Average,3,No,78,Bachelor’s Degree,Divorced,2,Entry,Small,31,No,No,No,Poor,Medium
29539,41,Male,31,Finance,5870,Fair,High,Average,0,No,67,Associate Degree,Single,1,Entry,Medium,43,No,No,No,Good,Low
10792,22,Male,8,Technology,7848,Good,Very High,High,2,Yes,58,High School,Married,1,Entry,Large,28,No,No,No,Poor,Medium
8611,22,Female,13,Media,5512,Excellent,High,High,0,No,89,Bachelor’s Degree,Divorced,1,Entry,Medium,29,No,No,No,Good,Medium
68083,43,Female,11,Healthcare,7746,Fair,Low,Below Average,1,Yes,54,High School,Married,0,Mid,Medium,27,Yes,No,No,Good,Low
66525,24,Female,9,Healthcare,8895,Poor,Medium,Average,1,Yes,43,Associate Degree,Single,2,Mid,Small,63,No,No,No,Good,Medium
63058,47,Female,17,Finance,12280,Fair,Medium,Low,1,No,28,High School,Divorced,1,Senior,Small,49,No,No,No,Good,Medium
47545,23,Male,12,Technology,9652,Fair,Medium,Average,0,Yes,61,Associate Degree,Divorced,0,Senior,Small,68,No,No,No,Fair,Medium
41659,43,Female,26,Healthcare,7497,Fair,Medium,High,1,No,72,Associate Degree,Single,0,Entry,Small,27,No,No,No,Good,High
61640,24,Female,14,Finance,7210,Good,High,Average,2,No,23,PhD,Married,4,Entry,Medium,29,No,Yes,No,Fair,Low
68045,52,Male,24,Healthcare,7027,Poor,High,Average,1,Yes,86,Bachelor’s Degree,Single,1,Entry,Medium,69,Yes,No,Yes,Good,High
16937,45,Male,18,Media,6442,Poor,Low,Average,0,No,57,Associate Degree,Single,2,Entry,Medium,66,Yes,No,No,Good,Medium
3887,21,Female,5,Healthcare,8976,Excellent,High,Below Average,1,No,13,High School,Single,1,Senior,Medium,66,Yes,No,No,Good,Medium
411,29,Male,19,Healthcare,7045,Excellent,High,Average,0,No,11,Associate Degree,Married,1,Senior,Small,53,No,No,No,Poor,Low
44012,48,Female,26,Finance,12008,Excellent,Medium,Average,2,No,53,High School,Single,1,Mid,Large,97,No,No,No,Fair,High
61460,18,Female,2,Media,6163,Poor,Very High,Low,2,No,35,Master’s Degree,Divorced,0,Mid,Small,77,No,No,No,Fair,High
6502,22,Male,3,Education,4340,Excellent,Very High,Average,1,No,55,Master’s Degree,Married,3,Mid,Medium,7,No,No,No,Good,Low
550,55,Female,4,Healthcare,8981,Good,High,Average,0,No,83,Master’s Degree,Single,3,Entry,Medium,79,No,No,No,Good,Low
58222,35,Male,21,Healthcare,5749,Excellent,Low,Average,0,No,63,High School,Divorced,2,Entry,Medium,28,No,No,No,Good,Medium
74399,49,Male,14,Education,4639,Fair,Medium,High,2,No,47,High School,Single,2,Mid,Small,65,No,No,No,Good,High
35388,58,Male,37,Technology,8045,Fair,Low,High,0,No,53,Associate Degree,Single,5,Mid,Large,62,No,No,No,Fair,Medium
73312,30,Female,15,Education,5317,Fair,Medium,Average,0,No,5,Master’s Degree,Single,2,Mid,Medium,66,No,No,No,Good,High
39168,21,Male,5,Technology,6498,Good,Very High,High,3,No,49,Bachelor’s Degree,Married,3,Entry,Medium,52,No,No,No,Good,High
47804,45,Female,3,Healthcare,6678,Fair,Medium,High,1,No,64,Associate Degree,Married,3,Mid,Medium,42,No,No,No,Poor,Low
40010,35,Female,16,Media,5660,Fair,High,Average,0,Yes,23,Bachelor’s Degree,Married,1,Entry,Large,65,No,No,No,Fair,High
13905,52,Female,34,Media,5146,Good,Low,Below Average,1,No,53,Master’s Degree,Married,0,Mid,Small,113,No,No,No,Good,Medium
31436,45,Male,27,Technology,10185,Fair,Very High,Average,3,No,88,Bachelor’s Degree,Single,3,Mid,Medium,88,No,No,No,Good,Medium
65592,57,Male,42,Education,4045,Fair,Medium,Low,0,No,50,Master’s Degree,Married,0,Senior,Medium,92,No,No,No,Poor,Low
42685,27,Female,4,Technology,7344,Excellent,High,Average,0,No,96,Master’s Degree,Married,5,Mid,Medium,21,Yes,No,No,Poor,High
34175,45,Male,15,Healthcare,9192,Excellent,Very High,High,3,No,93,High School,Single,0,Mid,Large,40,No,No,No,Good,Low
20796,43,Female,7,Technology,10578,Excellent,High,Average,0,No,45,Master’s Degree,Single,1,Entry,Small,20,No,No,No,Good,Low
4985,43,Female,8,Healthcare,8882,Poor,Medium,Low,1,Yes,45,Associate Degree,Divorced,1,Entry,Medium,81,Yes,No,No,Good,Low
66271,38,Female,24,Education,5414,Poor,Low,High,1,No,99,Bachelor’s Degree,Married,0,Entry,Small,102,No,No,No,Fair,Low
34253,33,Female,9,Education,4325,Good,High,Average,0,No,64,Bachelor’s Degree,Single,2,Mid,Medium,77,No,No,No,Fair,High
40806,48,Male,21,Finance,5543,Good,Low,Average,1,No,74,Associate Degree,Single,1,Mid,Medium,69,Yes,No,Yes,Poor,High
25507,43,Male,30,Healthcare,8492,Good,Very High,Average,0,No,96,High School,Married,4,Mid,Large,35,No,No,No,Good,Low
48200,20,Male,2,Media,6112,Good,Very High,High,2,No,84,Master’s Degree,Single,1,Senior,Medium,42,No,No,No,Excellent,Medium
44235,25,Female,17,Healthcare,7632,Fair,High,Average,2,Yes,16,Master’s Degree,Divorced,1,Entry,Medium,88,Yes,No,No,Fair,Medium
10619,43,Female,29,Technology,7161,Good,Low,Average,0,No,24,Master’s Degree,Single,4,Entry,Large,96,No,No,No,Poor,High
48496,44,Male,16,Healthcare,8135,Excellent,High,Below Average,0,No,83,Bachelor’s Degree,Married,2,Senior,Medium,63,No,No,No,Good,Low
1604,32,Male,4,Technology,9645,Fair,Low,Average,2,Yes,10,Associate Degree,Married,4,Mid,Large,18,Yes,No,No,Good,Low
74100,57,Male,11,Media,6215,Fair,Medium,High,0,No,94,Master’s Degree,Divorced,4,Senior,Medium,38,No,No,No,Poor,Low
24677,21,Female,5,Technology,7461,Excellent,Very High,Average,0,No,77,Associate Degree,Married,0,Senior,Medium,8,No,No,No,Good,High
21907,47,Male,28,Media,6733,Good,Low,Average,0,No,8,Master’s Degree,Single,1,Mid,Large,75,No,No,No,Poor,Medium
45560,39,Female,20,Finance,8120,Poor,Medium,Average,0,No,41,High School,Divorced,4,Entry,Small,51,No,No,No,Fair,Very High
10407,36,Female,4,Education,2937,Poor,Medium,Low,0,Yes,73,Master’s Degree,Married,2,Entry,Medium,51,No,No,No,Good,Low
27496,52,Female,20,Technology,11038,Good,Low,Average,0,No,26,High School,Married,0,Entry,Medium,84,No,No,Yes,Poor,High
59803,25,Male,9,Technology,7347,Fair,Medium,Below Average,0,Yes,74,Associate Degree,Married,1,Mid,Large,53,Yes,No,No,Poor,Medium
18658,36,Male,26,Education,5247,Poor,High,Average,2,No,9,Bachelor’s Degree,Single,1,Entry,Large,86,No,No,No,Good,Medium
47111,28,Female,18,Healthcare,9073,Excellent,High,Low,0,No,78,Bachelor’s Degree,Married,0,Mid,Small,82,No,No,Yes,Good,Low
43850,42,Female,9,Healthcare,8615,Fair,Medium,Average,3,No,92,Bachelor’s Degree,Married,1,Entry,Medium,84,No,No,No,Fair,Very High
35837,43,Male,17,Education,3503,Fair,High,Average,0,No,27,High School,Single,0,Senior,Small,25,No,No,No,Fair,Low
39187,44,Female,25,Media,5771,Excellent,Very High,Average,2,Yes,46,PhD,Divorced,1,Senior,Small,82,No,No,No,Fair,Low
31448,57,Female,14,Media,5622,Fair,Low,Average,2,No,1,Bachelor’s Degree,Married,2,Mid,Small,41,No,No,Yes,Good,High
29706,51,Female,32,Media,5680,Good,Very High,Average,0,No,6,Bachelor’s Degree,Married,1,Entry,Small,69,No,No,No,Good,Low
5170,40,Female,19,Healthcare,6846,Poor,Medium,Average,3,No,15,Associate Degree,Single,4,Entry,Medium,46,No,Yes,Yes,Excellent,High
47039,23,Male,6,Finance,6860,Poor,Low,High,1,No,86,Bachelor’s Degree,Married,1,Mid,Medium,64,Yes,No,No,Good,High
69917,36,Male,3,Healthcare,7276,Fair,Very High,Average,0,Yes,56,Bachelor’s Degree,Married,4,Senior,Large,38,No,No,No,Good,Low
47372,55,Male,24,Education,3586,Excellent,High,Average,2,No,3,Bachelor’s Degree,Married,2,Mid,Small,87,No,No,No,Good,Low
68950,48,Male,20,Education,5203,Excellent,High,Below Average,4,No,44,High School,Married,1,Entry,Medium,31,No,No,No,Excellent,Medium
19452,56,Female,42,Education,4116,Good,High,Below Average,0,Yes,87,Associate Degree,Married,3,Entry,Small,46,No,No,Yes,Good,High
39231,36,Male,11,Technology,7237,Fair,Medium,Average,0,Yes,74,High School,Single,2,Mid,Medium,41,No,No,No,Good,Low
14620,33,Male,2,Technology,7638,Excellent,Very High,Below Average,0,No,15,Associate Degree,Single,0,Entry,Medium,31,No,No,Yes,Poor,High
65534,38,Male,16,Education,4854,Good,Very High,High,2,No,67,PhD,Married,4,Entry,Small,79,No,No,No,Good,High
12054,58,Male,28,Healthcare,8336,Excellent,High,High,0,No,8,High School,Married,0,Mid,Medium,86,No,No,No,Good,Medium
22049,43,Male,21,Education,5451,Excellent,High,Average,0,No,44,Master’s Degree,Single,2,Mid,Small,63,No,No,No,Excellent,High
65463,59,Male,38,Healthcare,6981,Good,Very High,Average,0,No,93,Bachelor’s Degree,Single,2,Mid,Small,79,No,No,No,Good,Very High
71859,33,Male,6,Media,6473,Poor,High,High,4,Yes,78,Master’s Degree,Married,0,Senior,Medium,72,No,No,No,Poor,Medium
72339,53,Female,8,Technology,9983,Good,Medium,Below Average,0,No,59,High School,Married,1,Entry,Small,55,Yes,No,No,Good,Medium
73620,45,Male,10,Technology,6623,Fair,Medium,High,1,No,33,Associate Degree,Married,2,Mid,Small,60,No,No,No,Good,Low
68295,20,Female,3,Education,4830,Excellent,Medium,Average,4,No,50,PhD,Single,2,Senior,Small,42,No,No,No,Poor,Low
24974,56,Female,34,Education,5729,Good,High,Average,1,No,83,Master’s Degree,Married,4,Entry,Large,82,No,No,No,Fair,Low
13459,34,Female,15,Education,4662,Good,High,Below Average,3,Yes,18,Bachelor’s Degree,Single,0,Entry,Medium,85,No,No,No,Good,Medium
1119,20,Female,3,Finance,2030,Fair,Medium,Below Average,1,No,94,Bachelor’s Degree,Married,1,Entry,Medium,64,No,No,Yes,Good,Low
22683,40,Female,1,Education,5796,Excellent,High,High,3,No,32,High School,Married,2,Senior,Small,42,Yes,No,No,Fair,Low
12690,20,Female,6,Healthcare,8162,Good,Very High,Low,0,No,36,Bachelor’s Degree,Single,0,Entry,Medium,29,No,No,No,Good,High
29982,42,Male,24,Technology,9516,Excellent,High,Average,0,No,37,Master’s Degree,Single,5,Entry,Small,49,No,No,No,Fair,Medium
30647,46,Female,35,Education,5079,Poor,High,Average,0,No,58,Bachelor’s Degree,Married,1,Senior,Medium,76,No,No,No,Good,Very High
26730,44,Female,5,Healthcare,6291,Good,High,Average,2,No,46,Bachelor’s Degree,Married,1,Mid,Medium,6,No,No,No,Fair,Medium
71804,35,Female,4,Education,3393,Fair,Medium,Average,1,No,61,High School,Married,3,Mid,Medium,47,No,No,No,Good,High
45922,26,Male,17,Media,5653,Excellent,High,Average,0,Yes,29,Bachelor’s Degree,Divorced,4,Entry,Medium,73,No,No,No,Fair,High
53315,56,Male,11,Healthcare,8832,Fair,Medium,High,1,No,32,Bachelor’s Degree,Single,0,Entry,Medium,31,No,No,Yes,Excellent,High
3841,34,Male,6,Technology,10043,Fair,Medium,High,2,Yes,27,Associate Degree,Divorced,1,Senior,Small,11,No,No,No,Good,Medium
68736,29,Male,1,Education,4492,Fair,Medium,Average,0,No,18,Master’s Degree,Single,1,Mid,Small,36,No,No,No,Good,Low
27838,25,Female,17,Education,4727,Good,High,High,0,Yes,36,High School,Single,2,Entry,Large,84,Yes,No,No,Good,Low
8148,36,Female,11,Technology,10938,Good,High,Average,1,No,86,Associate Degree,Divorced,0,Senior,Large,79,No,No,No,Good,Medium
1737,52,Female,16,Education,4466,Good,Medium,Average,1,Yes,83,PhD,Single,0,Mid,Small,61,Yes,No,No,Fair,Medium
47561,31,Female,11,Healthcare,8183,Good,High,Average,0,No,51,Master’s Degree,Married,1,Mid,Medium,66,No,No,No,Good,Very High
71552,27,Male,5,Education,3439,Fair,High,Below Average,2,No,21,Bachelor’s Degree,Married,1,Senior,Small,61,No,No,No,Good,Low
628,43,Male,31,Education,3830,Fair,High,Below Average,2,Yes,63,Associate Degree,Divorced,1,Mid,Medium,43,No,No,No,Good,Medium
30614,55,Male,40,Technology,8323,Fair,High,Average,2,Yes,11,Associate Degree,Single,1,Mid,Large,68,Yes,No,No,Good,Medium
69721,54,Female,11,Finance,5192,Excellent,Low,Average,0,Yes,32,Associate Degree,Married,0,Mid,Medium,17,No,No,Yes,Good,Medium
3336,55,Female,46,Finance,7311,Fair,Very High,Average,0,Yes,40,Bachelor’s Degree,Married,2,Entry,Large,63,No,No,No,Good,Low
39576,30,Male,14,Healthcare,7446,Poor,High,High,0,No,74,Master’s Degree,Married,5,Senior,Medium,47,No,No,Yes,Excellent,Medium
14517,51,Female,1,Finance,8145,Fair,High,Average,0,No,3,Associate Degree,Married,2,Mid,Large,22,No,No,No,Good,High
5856,18,Female,5,Media,6372,Good,High,Average,1,Yes,91,Bachelor’s Degree,Married,3,Entry,Medium,23,No,No,No,Good,Low
21096,43,Male,20,Media,4743,Fair,Low,Below Average,0,No,29,Associate Degree,Married,0,Mid,Medium,89,Yes,No,No,Fair,High
33959,56,Male,48,Technology,10583,Good,Medium,Average,0,No,32,High School,Married,2,Senior,Small,102,No,No,No,Good,Low
67477,57,Female,31,Media,6164,Good,High,High,1,Yes,4,Master’s Degree,Married,1,Mid,Large,110,Yes,Yes,No,Good,Medium
51506,38,Female,18,Healthcare,4914,Poor,High,Average,0,Yes,46,Master’s Degree,Divorced,0,Mid,Medium,51,No,No,No,Good,Medium
8401,37,Male,6,Education,4503,Excellent,High,Average,1,Yes,62,Associate Degree,Married,0,Mid,Medium,81,No,No,No,Fair,Low
10174,53,Female,32,Technology,11853,Fair,High,Below Average,1,Yes,80,Bachelor’s Degree,Married,2,Senior,Small,105,No,No,No,Good,Low
43469,23,Female,1,Education,4927,Fair,Very High,Average,4,No,21,Associate Degree,Single,1,Mid,Large,75,No,No,No,Good,High
10767,37,Male,28,Technology,10885,Poor,High,Average,2,No,29,Bachelor’s Degree,Single,2,Entry,Large,97,No,No,Yes,Poor,Low
61148,39,Female,5,Media,6810,Good,Very High,Average,1,No,48,High School,Divorced,1,Entry,Medium,66,No,No,No,Excellent,Low
47101,36,Female,12,Healthcare,10315,Good,Very High,Below Average,0,Yes,68,Associate Degree,Married,2,Entry,Small,25,No,No,Yes,Good,Low
34252,44,Female,10,Technology,9906,Excellent,High,Average,1,No,93,Associate Degree,Single,0,Entry,Medium,36,Yes,No,No,Good,Low
72488,49,Female,36,Media,5668,Good,High,Average,2,Yes,17,Bachelor’s Degree,Single,1,Mid,Medium,79,No,No,No,Poor,Medium
15836,26,Male,12,Healthcare,5828,Poor,High,Average,0,No,25,Associate Degree,Single,0,Entry,Medium,76,No,No,No,Good,High
23177,22,Female,14,Healthcare,8131,Good,High,Below Average,4,No,52,Bachelor’s Degree,Married,0,Senior,Medium,80,Yes,No,No,Good,Low
61913,39,Male,8,Education,5645,Excellent,High,Average,0,No,95,Bachelor’s Degree,Single,3,Entry,Large,31,No,No,No,Good,Very High
15607,54,Female,14,Finance,8778,Fair,High,High,2,No,8,Bachelor’s Degree,Divorced,1,Senior,Large,50,No,No,No,Good,Low
38449,42,Female,28,Finance,7720,Fair,High,Low,1,No,98,Bachelor’s Degree,Divorced,3,Senior,Small,68,No,No,No,Fair,Low
52700,41,Female,32,Technology,7617,Excellent,Very High,High,1,No,69,Associate Degree,Single,5,Entry,Large,35,No,No,Yes,Good,Low
53989,49,Male,34,Technology,7268,Fair,High,Average,0,No,76,Bachelor’s Degree,Married,0,Mid,Large,94,Yes,No,No,Poor,High
20476,55,Male,13,Media,6702,Poor,High,Average,0,No,58,Associate Degree,Married,2,Senior,Large,91,No,No,No,Good,Medium
23081,20,Female,10,Education,6108,Good,Very High,Average,0,No,85,Bachelor’s Degree,Married,0,Entry,Medium,32,No,No,No,Good,Medium
70050,49,Male,26,Finance,7532,Good,High,Average,0,No,75,Bachelor’s Degree,Single,3,Entry,Medium,81,No,No,No,Fair,Low
46513,28,Male,16,Media,5066,Poor,High,Below Average,1,Yes,61,Associate Degree,Single,2,Mid,Medium,48,Yes,No,No,Poor,High
49400,29,Female,10,Technology,10573,Good,High,Low,0,No,79,Bachelor’s Degree,Married,1,Mid,Medium,34,No,No,No,Good,High
66699,36,Female,6,Healthcare,9204,Poor,High,Average,1,No,67,Bachelor’s Degree,Married,5,Mid,Large,12,No,No,No,Good,Medium
56983,19,Female,5,Media,5599,Excellent,High,High,0,No,54,High School,Divorced,0,Entry,Small,62,No,No,No,Fair,Low
20888,51,Female,43,Technology,10555,Good,High,Average,0,No,49,Bachelor’s Degree,Married,0,Mid,Medium,105,Yes,No,No,Good,Low
62950,57,Male,35,Finance,6990,Excellent,Medium,Average,0,No,68,Associate Degree,Married,5,Mid,Large,36,Yes,No,No,Fair,Low
39788,26,Male,13,Healthcare,7960,Fair,Medium,Average,0,No,85,Bachelor’s Degree,Single,3,Entry,Medium,84,No,No,Yes,Good,Medium
10063,27,Male,15,Technology,10652,Good,High,Average,0,No,74,High School,Married,4,Entry,Medium,20,No,No,No,Good,Low
5611,48,Female,12,Education,4680,Good,High,Below Average,0,Yes,37,Associate Degree,Single,4,Entry,Small,89,No,No,No,Good,Very High
31701,48,Male,8,Healthcare,5827,Excellent,High,Below Average,0,Yes,9,Associate Degree,Divorced,0,Senior,Medium,42,No,No,No,Excellent,Low
74016,46,Female,36,Technology,12414,Poor,High,Average,0,Yes,55,Bachelor’s Degree,Married,4,Entry,Small,86,No,No,No,Poor,Medium
51706,21,Male,11,Education,5470,Good,High,Average,2,No,1,Bachelor’s Degree,Married,3,Mid,Medium,14,No,No,No,Poor,Very High
61645,43,Female,15,Healthcare,8912,Fair,Low,Average,1,No,71,PhD,Divorced,4,Mid,Small,74,No,No,No,Poor,Medium
4422,30,Male,5,Education,4295,Good,Medium,Below Average,0,No,48,Bachelor’s Degree,Single,3,Entry,Medium,35,No,No,No,Good,Very High
68185,21,Female,12,Education,6339,Fair,Very High,Average,0,Yes,96,Master’s Degree,Single,0,Mid,Small,14,No,No,Yes,Good,Very High
41928,59,Female,25,Media,6250,Good,High,Average,0,No,92,Associate Degree,Married,1,Entry,Medium,70,Yes,No,No,Good,Medium
4780,25,Female,16,Education,5246,Fair,Very High,Average,0,No,8,Bachelor’s Degree,Single,4,Mid,Medium,63,No,No,Yes,Poor,High
61488,57,Male,36,Technology,9658,Poor,High,Average,3,Yes,21,Master’s Degree,Divorced,5,Mid,Medium,38,No,No,No,Excellent,Low
6272,40,Male,17,Healthcare,8088,Fair,High,Average,0,No,71,Associate Degree,Married,0,Entry,Medium,70,No,No,No,Good,Medium
47809,51,Female,22,Healthcare,5472,Good,High,High,0,No,46,High School,Married,2,Senior,Medium,39,No,Yes,No,Fair,Low
45328,33,Male,24,Education,3819,Fair,High,Average,0,No,30,Master’s Degree,Married,3,Entry,Medium,77,No,No,No,Good,Medium
66735,24,Female,1,Media,6463,Good,High,Average,0,Yes,85,Bachelor’s Degree,Single,2,Entry,Large,61,No,No,No,Poor,High
40975,41,Female,22,Finance,7976,Fair,Medium,High,0,No,45,Associate Degree,Single,5,Senior,Large,37,No,No,No,Good,Low
21269,43,Male,6,Finance,3548,Excellent,Very High,Average,2,No,98,Bachelor’s Degree,Single,0,Entry,Large,60,No,No,No,Good,Low
5396,32,Male,24,Technology,11991,Good,Very High,Average,1,No,28,High School,Single,2,Senior,Large,40,No,No,No,Poor,Medium
34952,37,Female,20,Education,4527,Good,High,Average,0,No,23,Bachelor’s Degree,Single,1,Mid,Small,22,No,No,No,Poor,Medium
73470,27,Male,6,Technology,9103,Excellent,Very High,High,2,No,41,Master’s Degree,Married,3,Mid,Large,53,No,No,Yes,Good,Medium
55157,30,Male,5,Finance,12050,Fair,Very High,Average,0,Yes,96,Associate Degree,Married,3,Entry,Medium,36,No,No,No,Good,Low
4414,32,Male,17,Healthcare,7288,Good,High,Average,0,Yes,36,Associate Degree,Single,4,Entry,Small,77,No,No,No,Fair,Medium
67914,40,Female,5,Technology,8798,Fair,High,Average,2,No,39,Associate Degree,Married,0,Mid,Large,84,No,No,No,Good,Medium
51608,42,Male,21,Healthcare,7194,Good,Medium,Average,0,Yes,51,High School,Single,6,Mid,Medium,40,No,No,Yes,Good,High
64134,33,Female,14,Finance,12968,Good,High,Average,0,Yes,34,Associate Degree,Single,0,Entry,Medium,27,No,No,No,Good,Medium
17437,58,Male,47,Healthcare,6940,Good,Very High,Below Average,0,Yes,36,Master’s Degree,Married,0,Entry,Small,80,No,Yes,No,Good,Low
6351,41,Male,27,Media,6653,Excellent,High,High,2,No,1,Bachelor’s Degree,Married,4,Mid,Large,56,No,No,No,Excellent,Medium
64061,39,Female,12,Media,7444,Fair,Low,Average,0,No,5,Bachelor’s Degree,Divorced,1,Mid,Medium,36,No,Yes,No,Poor,Low
38205,54,Female,14,Technology,7559,Excellent,Very High,Below Average,1,Yes,99,Master’s Degree,Married,2,Mid,Small,91,No,No,No,Good,Medium
6964,21,Female,12,Education,5116,Good,Very High,Below Average,0,Yes,44,Associate Degree,Married,0,Entry,Medium,49,No,No,No,Excellent,Low
